RA,Ano,Pedra,Defasagem,INDE,IAN,IDA,IEG,IAA,IPS,IPV,Target_Risco,IPP
RA-1281,2024,AMETISTA,-1,7.982890909100001,5.0,9.25,9.5454545455,7.918,6.26,7.78,1,7.5
RA-895,2024,TOPAZIO,-1,8.2579575757,5.0,9.5,9.5454545455,9.502,6.26,8.113333333,1,7.5
RA-884,2024,TOPAZIO,-1,8.0345030302,5.0,8.75,8.818181818,10.002,6.26,8.223333333,1,7.5
RA-1282,2024,AMETISTA,-1,7.8769272727000015,5.0,9.25,8.1136363635,9.502,6.26,7.89,1,7.5
RA-889,2024,TOPAZIO,-1,8.191290909100001,5.0,9.75,9.2954545455,8.502,6.26,8.28,1,7.5
RA-867,2024,AMETISTA,-1,7.583018181800001,5.0,8.5,7.409090909,9.002,7.51,7.5,1,7.5
RA-1283,2024,TOPAZIO,-2,8.3033538462,5.0,9.0,9.230769231,10.002,7.51,8.28,1,7.5
RA-891,2024,TOPAZIO,-1,8.035957575700001,5.0,8.75,9.0454545455,10.002,6.26,8.003333333,1,7.5
RA-1284,2024,TOPAZIO,0,8.3800152174,10.0,10.0,9.347826087,9.002,2.51,7.89,0,7.8125
RA-1012,2024,TOPAZIO,-1,8.057128571400002,5.0,9.75,9.523809524,9.502,2.51,8.443333333,1,8.125
RA-1285,2024,TOPAZIO,0,8.156578882000002,10.0,8.0,8.830227742999998,10.002,2.51,8.946666667,0,7.5
RA-1286,2024,QUARTZO,0,5.914801966800001,10.0,7.0,5.051759834,8.002,2.51,4.61,0,5.3125
RA-1287,2024,AMETISTA,-1,7.619650310500001,5.0,7.75,9.3064182195,10.002,2.51,8.223333333,1,8.125
RA-1288,2024,AMETISTA,0,7.9208899585,10.0,10.0,7.9813664595,9.002,2.51,7.273333333,0,7.1875
RA-1289,2024,AMETISTA,-1,7.2171722223,5.0,7.75,9.4444444445,7.002,7.51,6.166666667,1,5.9375
RA-1290,2024,TOPAZIO,-1,8.407200000000001,5.0,8.75,10.0,10.002,7.51,8.28,1,7.5
RA-1291,2024,TOPAZIO,-1,8.079200000000002,5.0,8.25,9.5,9.502,7.51,7.89,1,7.5
RA-885,2024,TOPAZIO,-1,8.2072,5.0,8.5,10.0,8.502,7.51,8.28,1,7.5
RA-1292,2024,AGATA,-1,6.9031621211,5.0,8.25,4.7727272725,7.502,7.51,7.893333333,1,7.1875
RA-1293,2024,TOPAZIO,-1,8.005023232300001,5.0,8.5,9.4949494945,8.002,7.51,8.336666667,1,6.875
RA-888,2024,TOPAZIO,-1,8.1942,5.0,8.5,10.0,9.002,6.88,8.28,1,7.5
RA-1294,2024,AMETISTA,-2,7.9493666666,5.0,7.75,10.0,9.502,7.51,7.553333333,1,6.875
RA-1009,2024,AGATA,-1,6.395389393900001,5.0,7.5,6.8863636365000005,8.002,2.51,6.553333333,1,6.5625
RA-1013,2024,QUARTZO,-1,5.7839559808,5.0,7.75,5.6937799039999994,9.002,2.51,4.72,1,5.0
RA-1295,2024,TOPAZIO,0,8.0617454545,10.0,7.5,9.5227272725,10.002,2.51,8.28,0,7.5
RA-1296,2024,AMETISTA,-1,7.0574222223000005,5.0,6.5,8.4444444445,9.002,2.51,8.336666667,1,7.5
RA-863,2024,QUARTZO,-1,4.6684348484000004,5.0,5.5,3.159090909,8.502,2.51,4.333333333,1,4.6875
RA-1297,2024,AMETISTA,-1,7.620247619000001,5.0,9.25,9.761904762,9.502,2.51,6.833333333,1,7.5
RA-1014,2024,AGATA,-1,6.315972727300001,5.0,5.25,7.8863636365000005,8.502,2.51,7.0,1,6.875
RA-880,2024,AGATA,-1,6.853080434800001,5.0,6.5,8.445652174,9.502,2.51,7.22,1,7.1875
RA-886,2024,TOPAZIO,-1,8.419200000000002,5.0,8.75,10.0,9.502,8.13,8.28,1,7.5
RA-1298,2024,AMETISTA,0,7.577287995300001,10.0,6.75,6.643356643500001,9.502,7.51,7.393333333,0,7.1875
RA-1299,2024,AMETISTA,-2,7.069727777800001,5.0,6.5,7.638888889,8.502,7.51,7.11,1,7.1875
RA-904,2024,AMETISTA,-1,7.6352,5.0,6.0,8.75,9.502,7.51,8.67,1,7.5
RA-1300,2024,AMETISTA,-1,7.623866666600001,5.0,9.0,8.75,8.502,2.51,8.613333333,1,7.5
RA-1301,2024,QUARTZO,-1,5.6345333333,5.0,7.0,2.9166666665000003,9.502,2.51,6.0,1,7.5
RA-1302,2024,QUARTZO,0,5.758866666800001,10.0,4.0,5.416666667,10.002,2.51,4.996666667,0,6.25
RA-1303,2024,TOPAZIO,0,8.8352,10.0,10.0,10.0,10.002,2.51,9.17,0,7.5
RA-1304,2024,AMETISTA,-2,7.085119934500001,5.0,6.0,7.9575163395,9.002,8.135,6.493333333,1,7.8125
RA-1305,2024,AGATA,-1,6.685221929800001,5.0,4.75,8.710526316,8.502,2.51,8.053333333,1,7.8125
RA-1306,2024,TOPAZIO,-1,8.503033333400001,5.0,9.75,10.0,9.002,8.135,7.946666667,1,7.5
RA-702,2024,AMETISTA,-2,7.665116666600001,5.0,9.25,9.75,9.002,2.51,7.163333333,1,7.8125
RA-725,2024,AMETISTA,-1,7.0900771929,5.0,7.25,7.6710526315,7.502,7.51,6.773333333,1,7.5
RA-912,2024,AMETISTA,-2,7.697103508700001,5.0,7.25,9.4736842105,9.002,7.51,6.943333333,1,8.125
RA-918,2024,QUARTZO,-1,5.657357017600001,5.0,2.75,8.697368421,7.918,2.51,6.156666667,1,5.9375
RA-920,2024,AMETISTA,-1,7.7494938597,5.0,8.25,7.6710526315,9.502,7.51,8.226666667,1,7.1875
RA-1307,2024,AGATA,0,6.5940333333000005,10.0,5.5,5.833333333500001,10.002,6.255,5.383333333,0,6.25
RA-1308,2024,AGATA,-1,6.876997101400001,5.0,6.0,7.445652174,10.002,7.51,5.933333333,1,7.5
RA-1309,2024,TOPAZIO,0,8.379199999899999,10.0,7.5,9.1666666665,9.002,7.51,8.223333333,0,7.5
RA-1310,2024,TOPAZIO,0,8.3907833334,10.0,10.0,9.375,8.502,2.51,8.166666667,0,7.8125
RA-1311,2024,AGATA,0,6.4118666668,10.0,0.0,9.166666667,9.002,2.51,8.386666667,0,7.5
RA-1312,2024,AMETISTA,-1,7.510200000000001,5.0,6.5,8.333333333,10.002,7.51,8.336666667,1,6.25
RA-1313,2024,TOPAZIO,0,8.0155333334,10.0,6.25,8.125,9.502,7.51,8.446666667,0,7.5
RA-1314,2024,TOPAZIO,0,8.239799999999999,10.0,9.0,8.541666667,7.418,7.51,7.443333333,0,7.5
RA-1315,2024,TOPAZIO,0,8.3510666667,10.0,9.0,8.3333333335,6.834,7.51,8.5,0,7.5
RA-921,2024,AMETISTA,-1,7.2838203209,5.0,6.0,8.6631016045,8.502,7.51,7.5,1,7.5
RA-1316,2024,AMETISTA,-1,7.59291123,5.0,7.75,8.20855615,9.002,7.51,7.5,1,7.5
RA-1317,2024,AMETISTA,-1,7.665638502700001,5.0,10.0,7.0721925135,7.502,7.51,7.5,1,7.5
RA-897,2024,QUARTZO,-1,5.2212050505,5.0,6.0,2.7525252525,7.002,2.51,6.66,1,6.875
RA-908,2024,AGATA,-1,6.764292246,5.0,4.75,8.14171123,8.502,7.51,6.83,1,7.1875
RA-916,2024,QUARTZO,-2,5.5058531621,5.0,2.75,7.3320158105,8.502,2.51,6.16,1,6.5625
RA-924,2024,AGATA,-1,6.4727360962,5.0,7.0,4.598930481,7.002,7.51,7.415,1,7.1875
RA-925,2024,AGATA,-1,6.587019518800001,5.0,4.75,7.005347594,8.002,7.51,7.33,1,7.1875
RA-1008,2024,AGATA,-1,6.8667414438000005,5.0,7.0,6.483957219,7.002,7.51,7.5,1,7.1875
RA-919,2024,QUARTZO,-2,5.799702673800001,5.0,5.25,4.692513369,7.002,6.255,6.49,1,6.875
RA-1318,2024,AGATA,-1,6.823383155100001,5.0,5.0,7.6871657755000005,8.502,7.51,7.33,1,7.1875
RA-1003,2024,AMETISTA,-1,7.627588888900001,5.0,8.25,8.6944444445,8.002,7.51,7.5,1,6.875
RA-1004,2024,AMETISTA,-1,7.801200000000001,5.0,7.5,9.25,9.502,7.51,7.5,1,7.5
RA-1006,2024,AMETISTA,-1,7.040088888900001,5.0,5.0,8.4444444445,8.502,7.51,7.5,1,7.5
RA-1319,2024,AMETISTA,-1,7.201526797300001,5.0,8.5,5.7516339865,8.502,7.51,7.5,1,7.5
RA-858,2024,AGATA,-1,6.917866666700001,5.0,8.25,6.833333333500001,9.002,2.51,7.5,1,7.5
RA-905,2024,AGATA,-2,6.3925823529,5.0,3.0,7.7794117645,9.002,7.51,6.99,1,6.875
RA-907,2024,AMETISTA,-1,7.9400888889,5.0,8.75,8.9444444445,9.002,7.51,7.5,1,7.5
RA-1320,2024,AMETISTA,-1,7.8845333333,5.0,8.25,9.1666666665,9.002,7.51,7.5,1,7.5
RA-909,2024,AMETISTA,-2,7.722033333300001,5.0,8.25,8.1666666665,10.002,7.51,7.5,1,6.875
RA-729,2024,AGATA,-1,6.684533333300001,5.0,6.0,8.4166666665,8.002,2.51,7.5,1,7.5
RA-1321,2024,AMETISTA,0,7.95295,10.0,8.75,8.875,9.002,6.885,5.915,0,6.5625
RA-1322,2024,TOPAZIO,0,8.47795,10.0,7.5,9.0,9.502,7.51,8.165,0,8.4375
RA-1323,2024,AMETISTA,-1,7.487366666700001,5.0,7.0,9.0833333335,10.002,7.51,6.66,1,6.875
RA-1324,2024,TOPAZIO,-1,8.332450000000001,5.0,8.5,10.0,10.002,7.51,8.0,1,7.8125
RA-931,2024,AMETISTA,-1,7.075466666700001,5.0,8.5,8.5833333335,7.918,2.51,6.83,1,7.5
RA-1325,2024,TOPAZIO,0,8.9824954545,10.0,10.0,9.5227272725,9.002,7.51,7.915,0,8.4375
RA-1326,2024,AMETISTA,0,7.6397833333000005,10.0,4.5,9.2916666665,9.002,7.51,7.245,0,7.8125
RA-1327,2024,TOPAZIO,0,8.264116666700001,10.0,7.5,9.3333333335,9.002,7.51,7.325,0,7.8125
RA-1328,2024,TOPAZIO,-1,8.0588666667,5.0,10.0,8.2083333335,8.502,7.51,7.83,1,7.5
RA-1329,2024,AMETISTA,0,7.98945,10.0,6.5,10.0,9.502,7.51,6.66,0,6.5625
RA-1330,2024,TOPAZIO,0,8.944616666700002,10.0,9.5,9.3333333335,10.002,7.51,7.915,0,8.4375
RA-1331,2024,AMETISTA,0,7.8522833333,10.0,7.25,7.291666666499999,9.002,7.51,7.245,0,8.4375
RA-944,2024,AMETISTA,-2,7.8262,5.0,9.0,7.25,9.002,7.51,7.75,1,8.75
RA-1332,2024,TOPAZIO,-2,8.1040529412,5.0,8.25,9.411764706,8.502,7.51,7.665,1,9.375
RA-754,2024,QUARTZO,-2,5.6127,5.0,6.25,6.25,8.502,5.625,4.75,1,2.5
RA-1333,2024,TOPAZIO,-1,8.213199999999999,5.0,9.25,10.0,7.502,6.255,7.75,1,9.375
RA-934,2024,TOPAZIO,-1,8.338700000000001,5.0,8.5,9.75,9.502,7.51,7.75,1,9.375
RA-1334,2024,TOPAZIO,-1,8.350200000000001,5.0,9.0,10.0,10.002,5.625,7.75,1,9.375
RA-941,2024,AMETISTA,-1,7.746700000000001,5.0,8.75,9.25,8.002,5.01,7.665,1,8.125
RA-756,2024,AMETISTA,-2,7.361700000000001,5.0,5.5,8.75,10.002,7.51,7.24,1,8.125
RA-1335,2024,TOPAZIO,-2,8.3217,5.0,8.75,9.75,9.002,7.51,7.665,1,9.375
RA-773,2024,AGATA,-2,6.566200000000001,5.0,5.0,8.75,10.002,2.51,6.575,1,7.5
RA-938,2024,TOPAZIO,-1,8.0056026915,5.0,7.75,9.544513457499999,9.502,7.51,7.665,1,8.125
RA-1336,2024,AMETISTA,-1,7.141365631500001,5.0,9.5,6.2008281575,9.502,2.51,7.75,1,7.5
RA-1337,2024,AGATA,-2,6.015144444400001,5.0,6.0,4.722222222,8.002,7.51,5.66,1,6.875
RA-1338,2024,AGATA,-1,6.1368428571,5.0,3.0,8.6607142855,8.002,7.51,5.33,1,6.875
RA-1339,2024,AMETISTA,-1,7.3547,5.0,8.75,10.0,8.502,6.885,5.33,1,5.0
RA-1340,2024,TOPAZIO,0,8.3422714286,10.0,10.0,8.392857143,9.502,7.51,7.0,0,5.625
RA-1341,2024,AMETISTA,-1,7.862906349200001,5.0,10.0,9.246031746,10.002,7.51,6.0,1,5.625
RA-947,2024,AGATA,-1,6.053509523800001,5.0,4.5,7.619047619,9.002,7.51,4.58,1,5.625
RA-1342,2024,AMETISTA,-1,7.8185809524000005,5.0,9.0,9.761904762,9.502,7.51,5.575,1,7.5
RA-1343,2024,TOPAZIO,0,8.8262,10.0,9.75,10.0,8.002,7.51,8.5,0,6.25
RA-1344,2024,TOPAZIO,0,9.3612,10.0,10.0,10.0,8.502,7.51,9.425,0,8.75
RA-945,2024,AMETISTA,-1,7.4195809524000005,5.0,8.75,9.511904762,9.002,2.51,6.83,1,7.5
RA-946,2024,AGATA,-1,6.677723809500001,5.0,4.5,8.7976190475,9.502,2.51,7.835,1,7.5
RA-1345,2024,AMETISTA,-1,7.2340128655000004,5.0,6.25,9.4590643275,8.502,7.51,6.83,1,6.25
RA-771,2024,AGATA,-1,6.066009523800001,5.0,6.5,6.619047619,8.502,3.135,6.08,1,5.625
RA-1346,2024,AMETISTA,0,7.3701047619,10.0,5.5,8.0595238095,9.502,7.51,6.66,0,6.25
RA-1347,2024,AGATA,-1,6.153842857100001,5.0,5.0,8.7857142855,8.502,2.51,6.165,1,5.625
RA-949,2024,AMETISTA,-1,7.1323428571,5.0,6.5,8.7857142855,9.002,7.51,6.495,1,6.25
RA-950,2024,AMETISTA,-1,7.693461904800001,5.0,7.0,9.023809524,9.502,7.51,8.0,1,6.875
RA-951,2024,AGATA,-1,6.4483428571,5.0,4.0,9.0357142855,10.002,2.51,7.325,1,6.25
RA-1002,2024,AMETISTA,-1,7.967866666700001,5.0,9.25,7.833333333500001,9.002,7.51,8.25,1,7.5
RA-774,2024,QUARTZO,-1,5.685771428600001,5.0,3.75,6.3928571430000005,10.002,2.51,6.405,1,6.25
RA-749,2024,TOPAZIO,-2,8.3373184211,5.0,8.75,9.7368421055,9.502,8.13,7.665,1,8.4375
RA-929,2024,AMETISTA,-1,7.7244368421,5.0,6.75,9.4736842105,9.002,7.51,7.58,1,8.125
RA-930,2024,AMETISTA,-1,7.9298184211,5.0,8.0,9.7368421055,8.502,7.51,7.5,1,7.8125
RA-787,2024,AMETISTA,-1,7.73495,5.0,7.25,9.75,9.002,7.51,7.325,1,7.1875
RA-1348,2024,AMETISTA,-1,7.9604662539,5.0,9.0,8.5913312695,7.502,7.51,7.83,1,8.75
RA-935,2024,TOPAZIO,-1,8.3422,5.0,8.5,10.0,9.502,7.51,7.83,1,8.75
RA-1349,2024,AMETISTA,-1,7.855727777800001,5.0,8.5,8.388888889,8.002,7.51,7.915,1,8.4375
RA-937,2024,TOPAZIO,-1,8.3792,5.0,7.5,10.0,10.002,9.38,7.83,1,8.75
RA-1350,2024,TOPAZIO,-2,8.335450000000002,5.0,8.5,10.0,8.502,8.755,7.83,1,8.4375
RA-1351,2024,TOPAZIO,-1,8.1861038462,5.0,8.75,9.230769231,9.002,8.13,7.665,1,8.4375
RA-959,2024,TOPAZIO,-1,8.379818421100001,5.0,9.5,9.7368421055,10.002,7.51,7.5,1,7.8125
RA-1352,2024,TOPAZIO,-1,8.289950000000001,5.0,8.5,9.5,10.002,8.13,7.665,1,8.4375
RA-1353,2024,AGATA,-1,6.454700000000001,5.0,3.0,9.5,8.002,7.51,6.08,1,6.875
RA-1354,2024,AMETISTA,-1,7.353427272700001,5.0,6.0,8.3636363635,9.502,7.51,7.335,1,8.125
RA-979,2024,TOPAZIO,-1,8.0352454545,5.0,8.25,9.5227272725,9.502,7.51,7.335,1,8.125
RA-1355,2024,AMETISTA,-1,7.202245454500001,5.0,7.0,6.5227272725,10.002,7.51,7.17,1,8.125
RA-971,2024,AGATA,-1,6.8916181818,5.0,6.75,7.909090909,7.418,7.51,6.085,1,7.5
RA-972,2024,AMETISTA,-1,7.537472727300001,5.0,6.75,8.3863636365,9.502,7.51,7.17,1,8.75
RA-965,2024,AGATA,-2,6.1376545455,5.0,2.25,6.4772727275,9.002,7.51,6.83,1,8.75
RA-973,2024,AGATA,-2,6.9318363636,5.0,3.75,9.318181818,10.002,7.51,6.585,1,7.5
RA-1356,2024,AMETISTA,0,7.8695888889,10.0,5.5,9.4444444445,9.002,7.51,7.085,0,8.125
RA-966,2024,AMETISTA,-2,7.9943363636,5.0,9.0,8.568181818,9.502,7.51,7.335,1,8.125
RA-1357,2024,AMETISTA,-1,7.1807,5.0,6.75,7.5,8.002,7.51,7.335,1,8.125
RA-969,2024,AMETISTA,-1,7.453427272700001,5.0,7.25,7.8636363634999995,9.002,7.51,7.335,1,8.125
RA-1358,2024,AGATA,0,6.552990476200001,10.0,4.0,7.380952381,9.168,5.01,6.17,0,6.25
RA-1359,2024,AMETISTA,0,7.2102,10.0,6.0,9.0,8.502,5.635,6.17,0,5.625
RA-1360,2024,AGATA,0,6.8480623189,10.0,5.0,7.0018115945,8.502,7.51,6.42,0,5.625
RA-1361,2024,TOPAZIO,0,8.738700000000001,10.0,10.0,9.375,9.502,5.635,8.0,0,7.5
RA-975,2024,AMETISTA,-1,7.1463666667000005,5.0,8.0,7.708333333500001,8.502,5.01,7.33,1,6.875
RA-1362,2024,AMETISTA,0,7.709200000000001,10.0,8.5,6.875,10.002,5.635,6.915,0,6.875
RA-977,2024,AMETISTA,-1,7.188033333300001,5.0,7.0,7.291666666499999,10.002,6.26,7.58,1,6.875
RA-1363,2024,AMETISTA,0,7.690800000000001,10.0,6.5,10.0,7.418,5.635,6.99,0,6.875
RA-981,2024,AGATA,-1,6.6513739130000005,5.0,6.0,7.010869565,9.002,6.26,6.99,1,6.25
RA-1364,2024,AMETISTA,-1,7.570033333300001,5.0,8.75,8.4166666665,8.002,7.51,6.99,1,6.875
RA-1365,2024,AMETISTA,-1,7.3700333333,5.0,6.5,9.7916666665,9.002,6.26,6.99,1,6.875
RA-1366,2024,AGATA,-1,6.919852173900001,5.0,6.5,6.6032608695,9.002,7.51,6.99,1,7.5
RA-974,2024,AMETISTA,-1,7.6077217391,5.0,6.5,9.282608695499999,9.502,7.51,7.5,1,7.5
RA-1367,2024,TOPAZIO,0,8.427286956500001,10.0,8.75,8.3804347825,10.002,7.51,7.5,0,7.5
RA-1368,2024,TOPAZIO,0,8.6012,10.0,9.5,10.0,7.002,7.51,7.5,0,7.5
RA-1369,2024,TOPAZIO,0,8.052286956500001,10.0,8.0,8.6304347825,8.502,6.26,7.5,0,7.5
RA-978,2024,AMETISTA,-1,7.4637,5.0,6.5,9.5,9.502,6.26,7.5,1,6.875
RA-1370,2024,TOPAZIO,-1,8.0456444444,5.0,9.0,8.722222222,10.002,7.51,7.5,1,7.5
RA-1371,2024,AGATA,-1,6.4843521739,5.0,4.5,6.9782608695,7.502,7.51,7.5,1,6.875
RA-1372,2024,AMETISTA,0,7.9632000000000005,10.0,4.75,10.0,9.502,8.13,7.5,0,7.5
RA-1373,2024,AMETISTA,-1,7.577286956500001,5.0,6.75,8.8804347825,9.502,7.51,7.5,1,7.5
RA-1374,2024,AMETISTA,-1,7.3707652174,5.0,5.25,9.347826087,9.502,7.51,7.5,1,7.5
RA-1375,2024,TOPAZIO,-1,8.101200000000002,5.0,8.25,10.0,9.502,7.51,7.5,1,7.5
RA-1376,2024,TOPAZIO,-1,8.2742769231,5.0,9.75,9.6153846155,9.002,7.51,7.5,1,7.5
RA-994,2024,AMETISTA,-1,7.7982217391,5.0,8.25,9.532608695499999,9.002,6.88,7.33,1,6.875
RA-1377,2024,AMETISTA,0,7.8987,10.0,5.5,10.0,9.002,8.13,6.99,0,6.875
RA-1378,2024,AMETISTA,-1,7.6703428571,5.0,6.75,9.2857142855,9.002,8.13,7.5,1,7.5
RA-1379,2024,AGATA,-1,6.638292105300001,5.0,7.25,8.6842105265,9.502,3.755,5.16,1,5.9375
RA-1380,2024,AMETISTA,0,7.964342230600001,10.0,8.0,8.784461152999999,9.502,4.385,7.5,0,7.1875
RA-770,2024,AMETISTA,-1,7.3057112782,5.0,5.0,9.022556391,10.002,7.51,7.5,1,7.5
RA-1381,2024,TOPAZIO,0,9.038200000000002,10.0,9.5,10.0,9.502,8.13,7.5,0,8.75
RA-1382,2024,AMETISTA,-1,7.834830952400001,5.0,7.5,9.761904762,8.502,7.51,7.5,1,7.8125
RA-1383,2024,TOPAZIO,0,8.3720803259,10.0,8.5,9.2606516295,8.502,7.51,7.5,0,7.1875
RA-1384,2024,AGATA,-2,6.221984461100001,5.0,5.0,7.5689223055,8.002,7.51,5.16,1,6.25
RA-1385,2024,AMETISTA,-1,7.7262,5.0,8.0,10.0,10.002,4.385,7.5,1,6.875
RA-1386,2024,AMETISTA,-1,7.803580952400001,5.0,7.25,9.761904762,9.002,7.51,7.5,1,7.5
RA-1387,2024,AMETISTA,-1,7.8030796992,5.0,8.0,8.759398496,9.502,7.51,7.5,1,7.5
RA-1388,2024,AMETISTA,-1,7.015057142799999,5.0,5.0,8.214285713999999,9.002,6.88,7.67,1,7.5
RA-1389,2024,TOPAZIO,0,8.980533333299999,10.0,10.0,9.7916666665,9.002,6.88,8.42,0,7.5
RA-1390,2024,TOPAZIO,0,8.4930333333,10.0,8.25,9.7916666665,9.502,5.005,8.42,0,7.5
RA-1391,2024,TOPAZIO,0,8.8435333333,10.0,10.0,9.2916666665,8.502,7.51,8.17,0,7.5
RA-1392,2024,QUARTZO,-1,5.4262,5.0,0.0,5.625,9.002,7.51,7.0,1,7.5
RA-1393,2024,AMETISTA,0,7.2597000000000005,10.0,5.0,7.5,9.502,3.755,8.42,0,7.5
RA-990,2024,AMETISTA,-1,7.812283333400001,5.0,8.0,7.5,9.502,7.51,8.336666667,1,8.4375
RA-1394,2024,AMETISTA,-1,7.503255555500002,5.0,5.75,8.6944444445,9.502,7.51,8.003333333,1,8.125
RA-991,2024,AMETISTA,-1,7.057230303000001,5.0,6.5,8.181818182,9.002,6.26,6.723333333,1,7.5
RA-1018,2024,AMETISTA,-1,7.7054045454,5.0,8.25,7.727272727,8.502,6.26,8.45,1,8.4375
RA-1395,2024,TOPAZIO,0,8.5997833334,10.0,7.75,10.0,9.502,7.51,7.836666667,0,7.8125
RA-1396,2024,AMETISTA,-1,7.8477,5.0,6.5,10.0,9.502,7.51,7.67,1,8.125
RA-1025,2024,AMETISTA,-1,7.897071212,5.0,9.0,7.727272727,9.002,7.51,7.783333333,1,8.4375
RA-1019,2024,TOPAZIO,0,8.692255194900001,10.0,8.75,9.3073593075,9.502,6.26,8.616666667,0,7.8125
RA-879,2024,TOPAZIO,-1,8.1096318182,5.0,8.5,9.090909091,9.502,6.26,8.67,1,7.8125
RA-1020,2024,TOPAZIO,0,8.9544954545,10.0,9.0,9.7727272725,9.002,6.88,8.84,0,8.4375
RA-1021,2024,TOPAZIO,-1,8.0985863636,5.0,8.0,9.318181818,9.502,7.51,7.95,1,8.4375
RA-1022,2024,AMETISTA,-1,7.613169697000002,5.0,6.5,9.318181818,9.502,6.26,8.116666667,1,7.5
RA-1397,2024,AMETISTA,-1,7.8280333334000005,5.0,7.0,10.0,9.002,6.26,7.946666667,1,8.125
RA-699,2024,AGATA,-1,6.427771212000001,5.0,6.5,7.727272727000001,6.334,6.26,5.833333333,1,6.5625
RA-1398,2024,AMETISTA,-1,7.989700527000001,5.0,8.0,9.555335968,6.918,7.51,8.616666667,1,8.125
RA-871,2024,AMETISTA,0,7.2917293147999995,10.0,7.25,9.328063240999999,8.502,4.38,5.783333333,0,5.3125
RA-1399,2024,AMETISTA,-1,7.438578787899999,5.0,6.0,9.7727272725,9.002,5.005,8.166666667,1,7.5
RA-873,2024,AMETISTA,-2,7.61095,5.0,6.75,10.0,8.002,6.88,7.77,1,7.1875
RA-898,2024,AMETISTA,-1,7.8661333334000005,5.0,7.5,10.0,6.418,7.51,8.616666667,1,7.5
RA-750,2024,QUARTZO,-2,4.542230369,5.0,3.75,5.938735178,6.249,4.38,3.176666667,1,4.0625
RA-899,2024,TOPAZIO,0,8.425024769300002,10.0,8.25,9.1007905135,10.002,5.635,7.893333333,0,8.125
RA-878,2024,AGATA,-1,6.5335560606000005,5.0,6.75,6.1363636360000005,9.002,4.38,6.996666667,1,7.1875
RA-893,2024,TOPAZIO,0,8.8910333334,10.0,9.25,10.0,9.002,7.51,7.886666667,0,8.125
RA-1024,2024,TOPAZIO,-1,8.6516166666,5.0,10.0,10.0,8.002,7.51,8.783333333,1,8.4375
RA-900,2024,TOPAZIO,0,8.802003030200002,10.0,8.5,9.318181818,9.002,8.13,8.563333333,0,8.125
RA-903,2024,TOPAZIO,0,8.0758287879,10.0,5.0,9.7727272725,10.002,7.505,7.946666667,0,7.8125
RA-1400,2024,AMETISTA,0,7.622839525700001,10.0,7.25,6.6501976285,8.418,7.51,7.5,0,7.5
RA-851,2024,AGATA,-1,6.2114602109,5.0,6.0,7.3221343875,9.002,5.63,5.106666667,1,5.625
RA-1028,2024,AMETISTA,-2,7.1404338602,5.0,7.5,7.055335968,8.002,5.63,8.393333333,1,6.875
RA-922,2024,TOPAZIO,0,8.5209954545,10.0,7.75,9.5227272725,9.002,7.51,8.17,0,7.8125
RA-684,2024,AMETISTA,0,7.769381818200001,10.0,4.25,9.090909091,10.002,7.51,8.0,0,7.5
RA-1031,2024,AGATA,-1,6.8757227273,5.0,6.25,8.6363636365,9.502,7.51,5.83,1,5.3125
RA-892,2024,TOPAZIO,0,8.697700000000001,10.0,8.75,10.0,8.002,7.51,7.92,0,8.125
RA-1029,2024,AMETISTA,-1,7.797790909100001,5.0,8.75,8.7954545455,9.002,6.885,7.25,1,7.5
RA-1032,2024,TOPAZIO,-1,8.01645,5.0,8.0,9.75,8.502,7.51,7.92,1,7.8125
RA-894,2024,TOPAZIO,-1,8.67895,5.0,9.5,10.0,10.002,7.51,8.42,1,8.4375
RA-1401,2024,TOPAZIO,-2,8.1188277778,5.0,10.0,8.888888889,6.918,7.51,8.085,1,7.8125
RA-896,2024,TOPAZIO,0,8.2852454545,10.0,6.5,9.7727272725,8.502,7.51,8.085,0,8.125
RA-693,2024,TOPAZIO,0,8.9079954545,10.0,8.0,9.5227272725,10.002,9.38,8.42,0,7.8125
RA-743,2024,AMETISTA,-1,7.655745454500001,5.0,7.0,9.2727272725,9.002,7.51,7.5,1,7.5
RA-681,2024,AGATA,-1,6.0398818182000005,5.0,2.5,7.840909091,9.502,6.26,6.665,1,5.625
RA-1035,2024,AMETISTA,-1,7.833495454500001,5.0,7.0,9.0227272725,9.502,7.51,7.92,1,8.4375
RA-850,2024,AMETISTA,-1,7.864245454500001,5.0,7.75,9.2727272725,10.002,6.255,7.92,1,7.5
RA-1402,2024,TOPAZIO,0,8.588040909100002,10.0,7.25,9.5454545455,10.002,7.51,8.17,0,8.4375
RA-1403,2024,TOPAZIO,-1,8.257421861500001,5.0,8.75,9.3073593075,9.002,7.51,8.255,1,8.4375
RA-1404,2024,TOPAZIO,0,8.3971318182,10.0,7.5,9.090909091,8.502,7.51,8.17,0,8.4375
RA-923,2024,AMETISTA,0,7.688609090900001,10.0,5.5,7.9545454545,8.002,7.51,8.17,0,8.125
RA-847,2024,QUARTZO,-1,5.009290909100001,5.0,1.0,4.5454545455,9.002,5.01,6.245,1,7.5
RA-1405,2024,TOPAZIO,0,8.4749727273,10.0,8.75,8.6363636365,8.002,7.51,8.17,0,8.125
RA-1406,2024,AMETISTA,-1,7.8186772727000005,5.0,7.5,8.8636363635,8.002,7.51,8.255,1,8.4375
